受注伝票番号,売上日,会員ID,会員登録日,商品コード,商品名称,注文数量,商品売価計,受注ステータス
700216,20240410,M100099,20240310,CT104,もこもこ泡シャンプー 300ml,1,9800,09
700217,20240609,M100099,20240310,CS101,かつおチップス 200g,1,12000,14
700218,20240625,M100099,20240310,CH105,鉄分＋葉酸タブレット 90粒,1,1280,14
700218,20240625,M100099,20240310,CH106,腸内フローラ乳酸菌 60粒,1,12000,14
700218,20240625,M100099,20240310,CT104,もこもこ泡シャンプー 300ml,1,9800,14
700218,20240625,M100099,20240310,CH104,オメガ3ソフトカプセル 120粒,1,980,14
700219,20240810,M100099,20240310,CT108,毛玉ケアジェル 60g,1,980,11
700220,20250425,M100099,20240310,CT108,毛玉ケアジェル 60g,2,1960,11
700221,20251001,M100099,20240310,CT106,耳そうじシート 40枚,1,9800,11
700222,20251115,M100099,20240310,CS101,かつおチップス 200g,1,12000,11
700222,20251115,M100099,20240310,CT108,毛玉ケアジェル 60g,3,2940,11
700223,20260206,M100100,20260126,CT103,被毛ケアローション 190ml,1,1650,11
700224,20260331,M100100,20260126,CS104,減塩にぼし 500g,3,3840,11
700225,20250308,M100101,20250226,CS101,かつおチップス 200g,1,12000,11
700225,20250308,M100101,20250226,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700226,20250530,M100101,20250226,CS103,またたびスティック 30本,2,7600,11
700227,20240105,M100102,20200116,CT106,耳そうじシート 40枚,2,19600,11
700228,20240601,M100103,20240515,CT106,耳そうじシート 40枚,1,9800,14
700229,20260405,M100104,20260328,CT104,もこもこ泡シャンプー 300ml,2,19600,11
700229,20260405,M100104,20260328,CE105,年間メンバーパス,1,4980,11
700230,20260511,M100104,20260328,CH102,毛玉ケアパウダー 180回分,1,1650,11
700230,20260511,M100104,20260328,CH104,オメガ3ソフトカプセル 120粒,1,980,11
700231,20251221,M100105,20251221,CT103,被毛ケアローション 190ml,2,3300,11
700232,20260226,M100105,20251221,CT106,耳そうじシート 40枚,1,9800,11
700233,20250506,M100106,20250428,CT104,もこもこ泡シャンプー 300ml,3,29400,14
700233,20250506,M100106,20250428,CF101,総合栄養食 まぐろ 500g,1,12000,14
700234,20240731,M100107,20240713,CT102,肉球バーム 10g,1,6800,11
700234,20240731,M100107,20240713,CH102,毛玉ケアパウダー 180回分,1,1650,11
700234,20240731,M100107,20240713,CT106,耳そうじシート 40枚,1,9800,11
700234,20240731,M100107,20240713,CS101,かつおチップス 200g,2,24000,11
700235,20240823,M100107,20240713,CT106,耳そうじシート 40枚,1,9800,11
700236,20250902,M100107,20240713,CS104,減塩にぼし 500g,1,1280,11
700237,20240329,M100108,20240309,CE105,年間メンバーパス,1,4980,11
700237,20240329,M100108,20240309,CS104,減塩にぼし 500g,1,1280,11
700237,20240329,M100108,20240309,CE102,しつけ教室チケット S,1,6800,11
700237,20240329,M100108,20240309,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700238,20240515,M100108,20240309,CT101,肉球バーム 100g,1,1650,11
700238,20240515,M100108,20240309,CT106,耳そうじシート 40枚,1,9800,11
700239,20240616,M100108,20240309,CT104,もこもこ泡シャンプー 300ml,1,9800,14
700239,20240616,M100108,20240309,CT102,肉球バーム 10g,1,6800,14
700240,20240630,M100108,20240309,CT106,耳そうじシート 40枚,1,9800,11
700240,20240630,M100108,20240309,CF101,総合栄養食 まぐろ 500g,1,12000,11
700241,20240203,M100109,20240113,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700242,20240324,M100109,20240113,CT108,毛玉ケアジェル 60g,1,980,11
700242,20240324,M100109,20240113,CT106,耳そうじシート 40枚,2,19600,11
700243,20241211,M100109,20240113,CT108,毛玉ケアジェル 60g,1,980,11
700243,20241211,M100109,20240113,CT106,耳そうじシート 40枚,1,9800,11
700244,20241229,M100109,20240113,CT103,被毛ケアローション 190ml,1,1650,11
700244,20241229,M100109,20240113,CF101,総合栄養食 まぐろ 500g,1,12000,11
700244,20241229,M100109,20240113,CT106,耳そうじシート 40枚,2,19600,11
700245,20251227,M100110,20251207,CH102,毛玉ケアパウダー 180回分,1,1650,11
700246,20260114,M100110,20251207,CS101,かつおチップス 200g,1,12000,11
700247,20250201,M100111,20250121,CF102,総合栄養食 まぐろ 100g,1,980,11
700248,20231224,M100112,20180704,CT106,耳そうじシート 40枚,2,19600,11
700248,20231224,M100112,20180704,CT104,もこもこ泡シャンプー 300ml,3,29400,11
700249,20240413,M100112,20180704,CT103,被毛ケアローション 190ml,1,1650,11
700250,20240617,M100112,20180704,CT104,もこもこ泡シャンプー 300ml,2,19600,11
700251,20240708,M100112,20180704,CE105,年間メンバーパス,2,9960,11
700251,20240708,M100112,20180704,CE104,オンライン相談パス,1,2200,11
700251,20240708,M100112,20180704,CS101,かつおチップス 200g,2,24000,11
700252,20251014,M100113,20251005,CT106,耳そうじシート 40枚,1,9800,11
700252,20251014,M100113,20251005,CT102,肉球バーム 10g,1,6800,11
700253,20250926,M100114,20250905,CS104,減塩にぼし 500g,1,1280,11
700253,20250926,M100114,20250905,CH105,鉄分＋葉酸タブレット 90粒,1,1280,11
700254,20251224,M100114,20250905,CT102,肉球バーム 10g,1,6800,11
700254,20251224,M100114,20250905,CT108,毛玉ケアジェル 60g,3,2940,11
700255,20260104,M100114,20250905,CT106,耳そうじシート 40枚,1,9800,11
700256,20260118,M100114,20250905,CS104,減塩にぼし 500g,1,1280,14
700256,20260118,M100114,20250905,CS101,かつおチップス 200g,1,12000,14
700256,20260118,M100114,20250905,CT102,肉球バーム 10g,1,6800,14
700257,20260126,M100114,20250905,CE105,年間メンバーパス,1,4980,11
700258,20260207,M100114,20250905,CT102,肉球バーム 10g,2,13600,11
700259,20260411,M100114,20250905,CT106,耳そうじシート 40枚,1,9800,11
700259,20260411,M100114,20250905,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700260,20250921,M100115,20250917,CF103,陶器のごはん皿 S,1,1650,11
700261,20240914,M100116,20240903,CT106,耳そうじシート 40枚,1,9800,11
700262,20240116,M100117,20240114,CE105,年間メンバーパス,2,9960,11
700262,20240116,M100117,20240114,CF103,陶器のごはん皿 S,2,3300,11
700263,20240327,M100117,20240114,CT103,被毛ケアローション 190ml,2,3300,11
700264,20250217,M100118,20250201,CS104,減塩にぼし 500g,1,1280,11
700265,20250302,M100118,20250201,CT102,肉球バーム 10g,1,6800,11
700265,20250302,M100118,20250201,CS101,かつおチップス 200g,1,12000,11
700266,20250316,M100118,20250201,CS101,かつおチップス 200g,1,12000,11
700267,20250323,M100118,20250201,CT102,肉球バーム 10g,1,6800,11
700268,20250816,M100118,20250201,CT102,肉球バーム 10g,1,6800,11
700268,20250816,M100118,20250201,CT106,耳そうじシート 40枚,1,9800,11
700269,20251216,M100119,20251130,CE102,しつけ教室チケット S,1,6800,11
700270,20260120,M100119,20251130,CS105,ミルク仕立ておやつ 300g,1,980,11
700270,20260120,M100119,20251130,CE105,年間メンバーパス,1,4980,11
700271,20260403,M100119,20251130,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700272,20260424,M100119,20251130,CT103,被毛ケアローション 190ml,1,1650,11
700273,20260531,M100119,20251130,CS105,ミルク仕立ておやつ 300g,1,980,09
700273,20260531,M100119,20251130,CS102,ささみチップス 200g,1,4980,09
700274,20260428,M100120,20260406,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700274,20260428,M100120,20260406,CF101,総合栄養食 まぐろ 500g,1,12000,11
700275,20240214,M100121,20240205,CT102,肉球バーム 10g,1,6800,11
700276,20240407,M100121,20240205,CT106,耳そうじシート 40枚,1,9800,09
700277,20240428,M100121,20240205,CS104,減塩にぼし 500g,1,1280,11
700277,20240428,M100121,20240205,CT108,毛玉ケアジェル 60g,1,980,11
700278,20240628,M100121,20240205,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700279,20241214,M100121,20240205,CS101,かつおチップス 200g,1,12000,11
700279,20241214,M100121,20240205,CT106,耳そうじシート 40枚,3,29400,11
700280,20250102,M100122,20250102,CT106,耳そうじシート 40枚,1,9800,11
700280,20250102,M100122,20250102,CS104,減塩にぼし 500g,1,1280,11
700281,20250117,M100122,20250102,CT103,被毛ケアローション 190ml,1,1650,11
700282,20250528,M100122,20250102,CS101,かつおチップス 200g,1,12000,11
700283,20240826,M100123,20240821,CT104,もこもこ泡シャンプー 300ml,3,29400,11
700283,20240826,M100123,20240821,CT103,被毛ケアローション 190ml,1,1650,11
700284,20240310,M100124,20240302,CS101,かつおチップス 200g,1,12000,11
700285,20240229,M100125,20240227,CS104,減塩にぼし 500g,1,1280,11
700286,20250107,M100126,20241226,CS103,またたびスティック 30本,1,3800,11
700287,20250207,M100126,20241226,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700288,20250313,M100126,20241226,CT106,耳そうじシート 40枚,1,9800,11
700289,20250727,M100127,20250720,CS101,かつおチップス 200g,1,12000,11
700289,20250727,M100127,20250720,CT102,肉球バーム 10g,1,6800,11
700290,20250930,M100127,20250720,CS101,かつおチップス 200g,1,12000,11
700291,20251018,M100127,20250720,CS103,またたびスティック 30本,1,3800,11
700291,20251018,M100127,20250720,CE102,しつけ教室チケット S,1,6800,11
700292,20260125,M100127,20250720,CT106,耳そうじシート 40枚,1,9800,11
700292,20260125,M100127,20250720,CS101,かつおチップス 200g,1,12000,11
700293,20240115,M100128,20230218,CS101,かつおチップス 200g,1,12000,11
700293,20240115,M100128,20230218,CS104,減塩にぼし 500g,1,1280,11
700294,20240226,M100128,20230218,CS101,かつおチップス 200g,1,12000,11
700295,20231230,M100129,20231215,CH106,腸内フローラ乳酸菌 60粒,1,12000,11
700295,20231230,M100129,20231215,CT102,肉球バーム 10g,1,6800,11
700295,20231230,M100129,20231215,CS104,減塩にぼし 500g,2,2560,11
700296,20240118,M100129,20231215,CS104,減塩にぼし 500g,2,2560,11
700296,20240118,M100129,20231215,CS102,ささみチップス 200g,1,4980,11
700296,20240118,M100129,20231215,CE104,オンライン相談パス,1,2200,11
700297,20240402,M100129,20231215,CS104,減塩にぼし 500g,1,1280,11
700298,20240505,M100129,20231215,CT106,耳そうじシート 40枚,1,9800,11
700299,20240327,M100130,20240307,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700300,20240711,M100130,20240307,CT108,毛玉ケアジェル 60g,1,980,11
700300,20240711,M100130,20240307,CT106,耳そうじシート 40枚,1,9800,11
700301,20240807,M100130,20240307,CE102,しつけ教室チケット S,1,6800,11
700302,20240423,M100131,20240419,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700303,20250422,M100132,20250418,CS101,かつおチップス 200g,2,24000,11
700304,20250701,M100132,20250418,CH103,関節ケアコラーゲン 250g,1,980,11
700305,20260302,M100133,20260228,CT104,もこもこ泡シャンプー 300ml,2,19600,11
700306,20260323,M100133,20260228,CE105,年間メンバーパス,1,4980,11
700306,20260323,M100133,20260228,CS104,減塩にぼし 500g,1,1280,11
700307,20260411,M100133,20260228,CS103,またたびスティック 30本,1,3800,11
700307,20260411,M100133,20260228,CH102,毛玉ケアパウダー 180回分,3,4950,11
700307,20260411,M100133,20260228,CT104,もこもこ泡シャンプー 300ml,2,19600,11
700307,20260411,M100133,20260228,CS101,かつおチップス 200g,1,12000,11
700308,20250204,M100134,20250201,CS101,かつおチップス 200g,1,12000,11
700309,20251006,M100134,20250201,CH102,毛玉ケアパウダー 180回分,1,1650,11
700309,20251006,M100134,20250201,CE105,年間メンバーパス,1,4980,11
700309,20251006,M100134,20250201,CT106,耳そうじシート 40枚,1,9800,11
700310,20260127,M100134,20250201,CT106,耳そうじシート 40枚,1,9800,11
700311,20240402,M100135,20240330,CT106,耳そうじシート 40枚,2,19600,11
700312,20250214,M100136,20250120,CT104,もこもこ泡シャンプー 300ml,3,29400,14
700313,20250407,M100136,20250120,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700313,20250407,M100136,20250120,CE103,グルーミング講座,1,3800,11
700314,20260316,M100137,20260220,CT102,肉球バーム 10g,2,13600,11
700315,20260423,M100137,20260220,CT106,耳そうじシート 40枚,1,9800,11
700315,20260423,M100137,20260220,CH101,猫用マルチビタミン 180粒,1,980,11
700315,20260423,M100137,20260220,CF102,総合栄養食 まぐろ 100g,1,980,11
700315,20260423,M100137,20260220,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700316,20260424,M100138,20260416,CT102,肉球バーム 10g,1,6800,11
700316,20260424,M100138,20260416,CT106,耳そうじシート 40枚,3,29400,11
700317,20241008,M100139,20240916,CT108,毛玉ケアジェル 60g,1,980,11
700317,20241008,M100139,20240916,CS104,減塩にぼし 500g,1,1280,11
700318,20250219,M100139,20240916,CE105,年間メンバーパス,1,4980,11
700319,20250316,M100139,20240916,CT106,耳そうじシート 40枚,1,9800,11
700319,20250316,M100139,20240916,CS101,かつおチップス 200g,1,12000,11
700320,20250517,M100139,20240916,CT106,耳そうじシート 40枚,2,19600,11
700321,20250803,M100139,20240916,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700322,20250213,M100140,20250201,CS101,かつおチップス 200g,3,36000,11
700323,20250612,M100140,20250201,CT106,耳そうじシート 40枚,1,9800,11
700323,20250612,M100140,20250201,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700323,20250612,M100140,20250201,CS104,減塩にぼし 500g,1,1280,11
700324,20250823,M100140,20250201,CT102,肉球バーム 10g,2,13600,11
700324,20250823,M100140,20250201,CF102,総合栄養食 まぐろ 100g,1,980,11
700325,20241010,M100141,20240927,CT104,もこもこ泡シャンプー 300ml,2,19600,11
700326,20250716,M100142,20250623,CT102,肉球バーム 10g,1,6800,11
700327,20260216,M100142,20250623,CT106,耳そうじシート 40枚,1,9800,11
700328,20250308,M100143,20250306,CT106,耳そうじシート 40枚,1,9800,11
700329,20250910,M100144,20250817,CF102,総合栄養食 まぐろ 100g,1,980,11
700329,20250910,M100144,20250817,CS102,ささみチップス 200g,1,4980,11
700330,20250218,M100145,20250128,CE105,年間メンバーパス,1,4980,11
700331,20250806,M100145,20250128,CT103,被毛ケアローション 190ml,1,1650,11
700332,20260529,M100145,20250128,CT108,毛玉ケアジェル 60g,2,1960,11
700332,20260529,M100145,20250128,CT106,耳そうじシート 40枚,2,19600,11
700333,20250529,M100146,20250512,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700334,20250708,M100146,20250512,CT102,肉球バーム 10g,1,6800,11
700334,20250708,M100146,20250512,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700335,20250716,M100146,20250512,CH102,毛玉ケアパウダー 180回分,1,1650,09
700336,20250811,M100146,20250512,CS104,減塩にぼし 500g,1,1280,11
700336,20250811,M100146,20250512,CT108,毛玉ケアジェル 60g,1,980,11
700336,20250811,M100146,20250512,CE105,年間メンバーパス,1,4980,11
700337,20251123,M100146,20250512,CT103,被毛ケアローション 190ml,1,1650,11
700338,20251213,M100146,20250512,CT106,耳そうじシート 40枚,2,19600,11
700338,20251213,M100146,20250512,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700339,20250701,M100147,20250701,CS103,またたびスティック 30本,1,3800,11
700340,20250718,M100147,20250701,CT108,毛玉ケアジェル 60g,1,980,11
700341,20231227,M100148,20161125,CT106,耳そうじシート 40枚,1,9800,11
700341,20231227,M100148,20161125,CH104,オメガ3ソフトカプセル 120粒,1,980,11
700342,20240813,M100148,20161125,CT103,被毛ケアローション 190ml,1,1650,11
700342,20240813,M100148,20161125,CS101,かつおチップス 200g,2,24000,11
700343,20231221,M100149,20181016,CT102,肉球バーム 10g,2,13600,11
700344,20240131,M100149,20181016,CH103,関節ケアコラーゲン 250g,1,980,11
700344,20240131,M100149,20181016,CF102,総合栄養食 まぐろ 100g,1,980,11
700344,20240131,M100149,20181016,CT106,耳そうじシート 40枚,1,9800,11
700345,20260110,M100150,20251226,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700346,20251103,M100151,20251012,CT104,もこもこ泡シャンプー 300ml,2,19600,11
700347,20240104,M100152,20240103,CS101,かつおチップス 200g,1,12000,11
700348,20240729,M100152,20240103,CS101,かつおチップス 200g,2,24000,11
700349,20241009,M100152,20240103,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700350,20241102,M100152,20240103,CE101,しつけ教室チケット A,1,2980,11
700351,20241201,M100152,20240103,CT102,肉球バーム 10g,1,6800,14
700351,20241201,M100152,20240103,CF101,総合栄養食 まぐろ 500g,1,12000,14
700351,20241201,M100152,20240103,CS104,減塩にぼし 500g,1,1280,14
700352,20241228,M100152,20240103,CT103,被毛ケアローション 190ml,1,1650,09
700352,20241228,M100152,20240103,CS104,減塩にぼし 500g,1,1280,09
700353,20250129,M100152,20240103,CE105,年間メンバーパス,1,4980,11
